Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
донжуанствовать;2.3.3.2.1.9.1.;;;;;;
донка;1.1.3.2.3.6.9.2.;;;;;;
донкихот;1.1.1.2.1.1.1.2.2.2.3.1.1.;;;;;;
донкихотствовать;2.3.3.1.2.3.1.1.2.5.1.;;;;;;
донник;1.1.1.3.1.2.2.3.2.;;;;;;
донор;1.1.1.2.1.1.1.2.5.7.1.;;;;;;
донос;1.1.3.2.10.3.3.4.2.;1.2.1.4.2.2.1.2.13.;;;;;
доноситель;1.1.1.2.1.1.1.2.3.3.4.12.1.4.;;;;;;
доносительница;1.1.1.2.1.1.1.2.3.3.4.12.1.4.;;;;;;
доносительство;1.2.1.3.2.4.2.7.1.;;;;;;
доносить;2.3.5.2.2.9.5.2.;;;;;;
доносчик;1.1.1.2.1.1.1.2.2.2.3.1.17.;1.1.1.2.1.1.1.2.3.3.4.12.1.4.;;;;;
доносчица;1.1.1.2.1.1.1.2.2.2.3.1.17.;1.1.1.2.1.1.1.2.3.3.4.12.1.4.;;;;;
донце;1.1.3.4.3.2.2.;;;;;;
донышко;1.1.3.2.7.2.4.5.;1.1.3.4.3.2.2.;;;;;
донять;2.3.3.2.1.4.3.3.;;;;;;
допеть;2.3.5.2.4.1.4.1.;;;;;;
допечатать;2.3.3.3.1.2.2.2.4.;2.3.5.2.2.8.;2.3.5.2.4.7.2.3.;;;;
допечь;2.3.3.2.1.4.3.3.;;;;;;
допинг;1.1.3.2.6.5.7.2.;1.2.2.1.3.;;;;;
дописать;2.3.3.3.1.2.2.2.1.;2.3.5.2.4.1.2.;2.3.5.2.4.1.5.;;;;
дописаться;2.3.3.1.2.3.3.2.;;;;;;
допиться;2.3.3.1.2.3.3.2.;;;;;;
доплата;1.1.3.2.10.2.2.3.;;;;;;
доплатить;2.3.5.2.4.6.1.1.;;;;;;
доплыть;2.3.6.1.3.1.;;;;;;
доплясать;2.3.5.2.4.1.4.2.;;;;;;
доподлинность;1.2.1.2.1.2.2.1.;;;;;;
дополнение;1.1.3.2.7.2.5.1.1.;1.1.3.4.1.4.2.;1.2.1.2.3.1.3.4.;1.2.1.5.2.1.2.1.2.3.1.3.3.;;;
дополнить;2.3.1.2.1.2.;2.3.3.3.1.1.1.1.1.2.2.1.;;;;;
допризывник;1.1.1.2.1.1.1.2.4.2.6.7.;;;;;;
допрос;1.2.1.4.2.1.4.1.;1.2.1.6.4.3.2.4.2.;;;;;
допросить;2.3.3.3.1.1.2.1.1.;2.3.5.2.4.5.1.2.;;;;;
допроситься;2.3.3.3.2.1.3.;;;;;;
допрыгаться;2.3.3.1.2.3.3.2.;;;;;;
допуск;1.2.1.6.3.2.2.3.;;;;;;
допускаться;2.1.3.1.;;;;;;
допустимость;1.2.1.2.1.2.4.1.;;;;;;
допустить;2.1.3.1.;2.3.2.1.2.5.;2.3.2.3.1.6.1.;;;;
допущение;1.2.1.3.1.2.3.1.1.;;;;;;
допытаться;2.3.3.3.1.1.2.2.;;;;;;
доработать;2.3.1.1.1.;2.3.5.2.1.1.;2.3.5.2.4.7.1.1.;;;;
доработаться;2.3.3.1.2.3.3.2.;;;;;;
дорасти;2.2.7.;;;;;;
дорваться;2.1.5.1.;2.3.3.1.2.1.1.1.;2.3.3.1.2.3.3.2.;;;;
дорисовать;2.3.2.1.2.4.2.;2.3.5.2.4.1.5.;;;;;
дорога;1.1.3.1.4.1.1.1.;1.2.1.1.2.6.1.;1.2.1.1.3.2.1.1.1.;1.2.1.6.4.4.2.3.;;;
дорогая;1.1.1.2.1.1.1.3.2.2.;;;;;;
дороговизна;1.2.1.6.4.3.3.2.3.3.;;;;;;
дорогой;1.1.1.2.1.1.1.3.2.2.;;;;;;
дорогуша;1.1.1.2.1.1.1.3.2.2.;;;;;;
дородность;1.2.1.1.4.2.1.1.2.;;;;;;
дородство;1.2.1.1.4.2.1.1.2.;;;;;;
дорожать;2.4.2.1.5.;;;;;;
дороженька;1.1.3.1.4.1.1.1.;1.2.1.1.2.6.1.;;;;;
дорожить;2.3.1.13.3.;2.3.2.2.2.2.2.1.;;;;;
дорожиться;2.3.5.2.4.6.1.2.;;;;;;
дорожка;1.1.3.1.4.1.1.1.;1.1.3.1.4.2.1.1.;1.1.3.1.4.2.1.2.;1.1.3.2.2.7.2.;1.1.3.2.3.6.9.2.;1.1.3.2.7.3.2.5.1.;1.1.3.2.7.3.3.5.
дорожник;1.1.1.2.1.1.1.2.4.2.7.1.3.1.;;;;;;
дорожница;1.1.1.2.1.1.1.2.4.2.7.1.3.1.;;;;;;
дорснаб;1.1.3.3.1.2.3.2.3.3.;;;;;;
дортуар;1.1.3.2.2.3.1.2.2.;;;;;;
досада;1.2.1.3.2.2.1.6.;;;;;;
досадить;2.3.3.2.1.4.3.1.;2.3.3.2.1.4.4.3.;;;;;
досадовать;2.3.2.2.2.3.6.1.;;;;;;
досаждать;2.3.3.1.2.3.1.3.1.1.;;;;;;
доска;1.1.3.2.3.6.7.;1.1.3.2.6.2.4.2.;1.1.3.2.7.3.3.3.1.;1.1.3.2.9.2.2.1.;1.1.3.4.2.1.2.;;
досказать;2.3.3.3.1.1.1.2.1.;2.3.3.3.1.2.1.1.2.;;;;;
доскакать;2.3.6.1.3.1.;;;;;;
доследование;1.2.1.6.4.3.2.4.2.;;;;;;
доследовать;2.3.5.2.4.5.1.2.;;;;;;
дослужить;2.3.5.2.4.7.1.1.;;;;;;
дослужиться;2.3.5.2.4.8.2.1.;;;;;;
досмотр;1.2.1.6.4.2.2.3.;;;;;;
досмотреть;2.3.2.1.3.1.;2.3.5.2.4.4.3.;2.3.5.2.4.5.1.1.;;;;
досмотрщик;1.1.1.2.1.1.1.2.4.2.5.2.2.3.2.2.;;;;;;
досмотрщина;1.1.1.2.1.1.1.2.4.2.5.2.2.3.2.2.;;;;;;
досочка;1.1.3.2.6.2.4.2.;;;;;;
доспехи;1.1.3.2.4.3.1.;1.1.3.4.7.1.;;;;;
доспорить;2.3.3.3.1.1.3.2.;;;;;;
доставала;1.1.1.2.1.1.1.2.2.2.3.1.16.;;;;;;
доставить;2.1.5.2.2.1.;2.3.6.1.3.2.;;;;;
доставка;1.1.3.4.6.2.;1.2.1.6.4.3.3.2.5.2.2.;;;;;
доставщик;1.1.1.2.1.1.1.2.4.2.5.2.2.3.2.3.;;;;;;
доставщица;1.1.1.2.1.1.1.2.4.2.5.2.2.3.2.3.;;;;;;
достаток;1.1.3.2.10.2.2.2.3.;1.2.1.6.3.1.2.1.;;;;;
достать;2.3.1.12.2.2.1.;2.3.3.2.1.4.3.3.;2.3.5.2.4.6.3.2.;2.4.1.3.2.2.2.;;;
достаться;2.2.4.1.1.;2.4.1.3.2.2.4.;;;;;
достигнуть;2.3.6.1.3.1.;;;;;;
достижение;1.2.1.2.1.1.5.3.;;;;;;
достижимость;1.2.1.2.1.2.4.1.;;;;;;
достичь;2.1.5.2.1.1.;2.2.7.;2.3.2.3.1.8.;;;;
достоверность;1.2.1.2.1.2.2.1.;;;;;;
достоевщина;1.2.1.3.1.2.4.1.2.;;;;;;
достоинство;1.2.1.2.1.3.1.;1.2.1.3.1.6.2.;1.2.1.4.1.1.;;;;
досточка;1.1.3.2.6.2.4.2.;;;;;;
достояние;1.1.3.4.1.3.;1.2.1.3.1.4.1.;1.2.2.1.2.;1.2.2.2.1.;;;
достукаться;2.3.3.1.2.3.3.2.;;;;;;
доступ;1.1.3.4.4.2.1.;1.2.1.1.3.3.2.2.;1.2.1.2.1.2.4.2.;;;;
доступность;1.2.1.2.1.2.4.2.;;;;;;
досуг;1.2.1.1.3.1.2.2.1.2.1.;;;;;;
досчитать;2.3.1.9.2.2.1.;;;;;;
досье;1.1.3.2.10.3.3.1.;;;;;;
дот;1.1.3.2.2.8.2.;;;;;;
дотанцевать;2.3.5.2.4.1.4.2.;;;;;;
дотация;1.1.3.2.10.2.2.3.;;;;;;
дотировать;2.3.5.2.4.6.2.1.;;;;;;
дотронуться;2.3.7.1.4.;;;;;;
дотянуть;2.2.7.;2.3.1.14.3.;2.3.3.1.3.2.1.;2.3.5.2.4.1.4.1.;;;
дотянуться;2.2.7.;;;;;;
доучить;2.3.5.2.4.2.1.1.;;;;;;
доучиться;2.3.3.1.2.3.3.2.;2.3.5.2.4.2.1.1.;;;;;
доха;1.1.3.2.7.2.2.1.1.3.1.1.2.;;;;;;
дохляк;1.1.1.2.1.1.1.2.5.5.;;;;;;
дохлятина;1.1.1.2.1.1.1.2.5.5.;1.1.1.2.4.4.3.;;;;;
дохлячка;1.1.1.2.1.1.1.2.5.5.;;;;;;
дохнуть;2.2.9.3.4.;;;;;;
доход;1.1.3.2.10.2.2.2.3.;;;;;;
доходец;1.1.3.2.10.2.2.2.3.;;;;;;
доходить;2.1.5.2.1.2.;2.2.7.;2.3.2.1.3.3.;2.3.3.1.2.3.3.2.;2.3.6.1.3.1.;;
доходяга;1.1.1.2.1.1.1.2.5.5.;;;;;;
доцент;1.1.1.2.1.1.1.2.4.2.4.2.;;;;;;
доцентура;1.1.1.2.1.1.2.3.4.;;;;;;
доченька;1.1.1.2.1.1.1.2.3.3.5.1.2.;1.1.1.2.1.1.1.3.2.2.;;;;;
дочесть;2.3.3.3.1.2.2.1.;;;;;;
дочечка;1.1.1.2.1.1.1.2.3.3.5.1.2.;;;;;;
дочистить;2.3.5.2.2.9.1.2.1.;;;;;;
дочитать;2.3.3.3.1.2.2.1.;;;;;;
дочка;1.1.1.2.1.1.1.2.3.3.5.1.2.;1.1.1.2.1.1.1.3.2.2.;;;;;
дочурка;1.1.1.2.1.1.1.2.3.3.5.1.2.;;;;;;
дочушка;1.1.1.2.1.1.1.2.3.3.5.1.2.;;;;;;
дочь;1.1.1.2.1.1.1.2.3.2.;1.1.1.2.1.1.1.2.3.3.5.1.2.;1.1.1.2.2.1.1.2.2.;;;;
дошить;2.3.5.2.2.9.3.1.;;;;;;
дошка;1.1.3.2.7.2.2.1.1.3.1.1.2.;;;;;;
дошколенок;1.1.1.2.1.1.1.2.5.3.;;;;;;
дошкольник;1.1.1.2.1.1.1.2.4.2.4.4.2.;1.1.1.2.1.1.1.2.5.3.;;;;;
дошкольница;1.1.1.2.1.1.1.2.4.2.4.4.2.;1.1.1.2.1.1.1.2.5.3.;;;;;
дощаник;1.1.3.2.5.2.3.1.2.;;;;;;
дощечка;1.1.3.2.6.2.4.2.;1.1.3.4.2.1.2.;;;;;
дояр;1.1.1.2.1.1.1.2.4.2.7.1.4.3.2.;1.1.1.2.1.1.1.2.4.2.7.1.4.3.3.;;;;;
доярка;1.1.1.2.1.1.1.2.4.2.7.1.4.3.2.;;;;;;
драга;1.1.3.2.3.2.2.1.1.;1.1.3.2.3.2.3.3.;;;;;
драгировать;2.3.5.2.2.2.3.;2.3.5.2.2.3.2.;;;;;
драгметалл;1.1.2.1.3.2.2.1.;;;;;;
драгоценность;1.1.3.2.7.2.5.2.1.;1.1.3.4.1.2.1.;1.2.2.2.1.;;;;
драгун;1.1.1.2.1.1.1.2.4.2.6.4.;;;;;;
драже;1.1.3.2.6.5.7.1.2.;1.1.3.2.7.1.1.2.2.10.2.1.;;;;;
дразнить;2.1.4.1.1.;2.3.2.3.3.;2.3.3.1.2.3.1.1.2.2.;2.3.3.3.2.5.;;;
дразниться;2.3.3.1.2.3.1.1.2.2.;;;;;;
драить;2.3.5.2.2.9.4.1.;;;;;;
драйвер;1.2.1.4.2.3.3.2.;;;;;;
драка;1.2.1.1.2.4.6.;1.2.1.3.2.4.2.7.4.;;;;;
дракон;1.1.1.2.2.1.4.2.;1.1.1.2.2.2.;;;;;
дракончик;1.1.1.2.2.1.4.2.;;;;;;
драм;1.1.3.2.10.2.1.1.2.;;;;;;
драма;1.2.1.1.2.4.4.;1.2.1.5.2.1.3.4.1.;1.2.1.5.2.2.4.2.3.2.1.1.;;;;
драматизировать;2.3.5.2.4.1.2.;;;;;;
драматизм;1.2.1.5.2.1.3.1.3.2.;;;;;;
драматург;1.1.1.2.1.1.1.2.4.2.2.3.2.;;;;;;
драматургия;1.2.1.5.2.1.2.1.2.3.2.;1.2.1.5.2.1.3.1.3.3.2.;1.2.1.5.2.1.3.4.1.;1.2.1.5.2.1.3.4.3.1.;;;
драмкружок;1.1.3.3.1.3.3.3.3.;;;;;;
драндулет;1.1.3.2.5.4.5.;;;;;;
драница;1.1.3.2.6.2.4.2.;;;;;;
дранка;1.1.3.2.6.2.4.2.;;;;;;
дрань;1.1.3.2.6.2.4.2.;;;;;;
дранье;1.1.3.4.7.2.;;;;;;
драп;1.1.3.2.6.4.1.2.;;;;;;
драпировать;2.3.5.2.2.9.5.2.;2.3.6.2.5.1.;;;;;
драпироваться;2.3.5.2.2.9.5.2.;;;;;;
драпировка;1.1.3.2.7.3.3.5.;;;;;;
драпировшица;1.1.1.2.1.1.1.2.4.2.7.1.2.2.2.;;;;;;
драпировщик;1.1.1.2.1.1.1.2.4.2.7.1.2.2.2.;;;;;;
драпри;1.1.3.2.7.3.3.5.;;;;;;
дратва;1.1.3.2.6.4.2.1.;;;;;;
драть;2.3.5.2.4.6.1.2.;2.3.7.1.14.;;;;;
драться;2.3.1.8.;2.3.5.2.4.8.3.1.;2.3.7.1.1.;;;;
драхма;1.1.3.2.10.2.1.1.2.;1.1.3.2.10.2.1.1.3.3.;1.2.1.1.3.4.2.2.;;;;
драчка;1.2.1.1.2.4.6.;1.2.1.3.2.4.2.7.4.;;;;;
драчливость;1.2.1.3.2.3.13.;;;;;;
драчун;1.1.1.2.1.1.1.2.2.2.3.1.19.;;;;;;
драчунья;;1.1.1.2.1.1.1.2.2.2.3.1.19.;;;;;
дребедень;1.2.1.4.2.2.1.1.4.;1.2.2.2.2.;;;;;
дребезг;1.2.1.1.4.1.5.2.;;;;;;
дребезжать;2.2.4.1.2.1.2.;2.2.4.2.2.2.;;;;;
древесина;1.1.1.3.1.3.1.;1.1.3.2.6.2.4.1.;;;;;
древесинка;1.1.1.3.1.3.1.;;;;;;
древесница;1.1.1.2.2.1.4.2.;1.1.1.2.2.1.6.2.;;;;;
древко;1.1.3.2.3.6.13.;;;;;;
древлехранилище;1.1.3.3.1.2.7.3.;;;;;;
древность;1.1.3.4.1.2.1.;1.2.1.1.3.1.2.1.1.;;;;;
древо;1.1.1.3.1.2.1.2.1.1.1.;;;;;;
древовал;1.1.3.2.3.2.2.1.1.;;;;;;
древостой;1.1.2.2.3.5.2.2.3.;;;;;;
древоточец;1.1.1.2.2.1.6.2.;;;;;;
дредноут;1.1.3.2.5.4.4.;;;;;;
дрезина;1.1.3.2.5.2.1.1.;;;;;;
дрейф;1.2.1.1.3.3.4.1.1.;1.2.1.1.3.3.4.2.;;;;;
дрейфить;2.3.3.1.3.1.2.3.;;;;;;
дреколье;1.1.3.2.4.1.2.2.;;;;;;
дрель;1.1.3.2.3.6.4.2.;;;;;;
дрема;1.2.1.1.4.2.2.2.3.;;;;;;
дремота;1.2.1.1.4.2.2.2.3.;;;;;;
дренаж;1.1.3.2.3.4.6.1.;1.2.1.6.4.3.2.2.2.;;;;;
дренировать;2.3.5.2.4.3.2.3.;;;;;;
дресва;1.1.1.2.2.1.3.3.;;;;;;
дрессировать;2.3.5.2.2.5.1.2.3.3.;;;;;;
дрессировщик;1.1.1.2.1.1.1.2.4.2.7.1.4.3.3.;;;;;;
дрессировщица;1.1.1.2.1.1.1.2.4.2.7.1.4.3.3.;;;;;;
дрессура;1.2.1.6.4.3.2.1.3.;;;;;;
дробилка;1.1.3.2.3.2.2.3.2.;;;;;;
дробина;1.1.3.2.4.1.4.2.;;;;;;
дробинка;1.1.3.2.4.1.4.2.;;;;;;
дробить;2.3.7.1.14.;;;;;;
дробовик;1.1.3.2.4.1.2.1.;1.1.3.2.4.1.3.2.;;;;;
дробь;1.1.3.2.4.1.4.2.;1.2.1.1.4.1.5.2.;;;;;
дробянки;1.1.1.2.2.1.7.1.;;;;;;
дрова;1.1.3.2.6.3.;;;;;;
дровенки;1.1.3.2.5.2.1.2.2.1.2.4.;;;;;;
дровец;1.1.3.2.6.3.;;;;;;
дровни;1.1.3.2.5.2.1.2.2.1.2.4.;;;;;;
дровокол;1.1.1.2.1.1.1.2.4.2.7.1.5.3.;;;;;;
дровосек;1.1.1.2.1.1.1.2.4.2.7.1.5.3.;1.1.1.2.2.1.6.2.;;;;;
дровяник;1.1.1.2.1.1.1.2.4.2.7.3.2.2.1.3.;1.1.3.2.2.6.1.;;;;;
дрога;1.1.3.2.5.2.1.2.2.3.1.;;;;;;
дроги;1.1.3.2.5.2.1.2.2.1.2.2.2.;;;;;;
дрогнуть;2.4.3.2.1.;;;;;;
дрожание;1.2.1.1.3.3.2.1.;;;;;;
дрожать;2.2.4.1.2.2.1.3.;2.3.2.2.2.3.5.1.;2.3.3.1.2.3.1.3.4.2.;2.3.3.1.3.1.2.3.;2.3.3.2.1.7.3.1.;2.4.1.2.5.;
дрожечки;1.1.3.2.5.2.1.2.2.1.2.2.1.;;;;;;
дрожжец;1.1.3.2.7.1.1.2.2.9.3.;;;;;;
дрожжи;1.1.3.2.7.1.1.2.2.9.3.;;;;;;
дрожки;1.1.3.2.5.2.1.2.2.1.2.2.1.;;;;;;
дрожь;1.2.1.1.3.3.2.1.;1.2.1.1.4.2.2.3.2.1.;;;;;
дрозд;1.1.1.2.2.1.3.3.;;;;;;
дрозденок;1.1.1.2.2.1.3.4.;;;;;;
дроздовые;1.1.1.2.2.1.3.2.;;;;;;
дрок;1.1.1.3.1.2.1.2.1.4.1.;;;;;;
дронт;1.1.1.2.2.1.3.3.;;;;;;
дротик;1.1.3.2.4.1.2.3.;;;;;;
дрофа;1.1.1.2.2.1.3.3.;;;;;;
дрочона;1.1.3.2.7.1.1.2.2.3.4.;;;;;;
дрочонка;1.1.3.2.7.1.1.2.2.3.4.;;;;;;
друг;1.1.1.2.1.1.1.2.3.3.5.2.1.4.;1.1.1.2.1.1.1.3.2.2.;;;;;
другиня;1.1.1.2.1.1.1.2.3.3.5.2.1.4.;;;;;;
дружба;1.2.1.6.3.4.3.2.2.1.;;;;;;
дружелюбие;1.2.1.3.2.2.1.2.;;;;;;
дружелюбность;1.2.1.3.2.2.1.2.;;;;;;
дружество;1.2.1.6.3.4.3.2.2.1.;;;;;;
дружина;1.1.3.3.2.1.1.;1.1.3.3.2.2.1.;1.1.3.3.2.2.2.;;;;
дружинник;1.1.1.2.1.1.1.2.4.2.6.1.;1.1.1.2.1.1.1.2.4.2.6.4.;;;;;
дружинница;1.1.1.2.1.1.1.2.4.2.6.4.;;;;;;
дружить;2.3.2.2.2.2.3.1.1.;2.3.3.2.1.3.1.;;;;;
дружиться;2.3.3.2.1.3.1.;;;;;;
дружище;1.1.1.2.1.1.1.3.2.2.;;;;;;
дружка;1.1.1.2.1.1.1.2.3.3.5.2.1.2.;;;;;;
дружок;1.1.1.2.1.1.1.2.3.3.5.2.1.4.;1.1.1.2.1.1.1.3.2.2.;;;;;
дружочек;1.1.1.2.1.1.1.2.3.3.5.2.1.4.;1.1.1.2.1.1.1.3.2.2.;;;;;
друидизм;1.2.1.5.1.2.1.3.;;;;;;
дрязги;1.2.1.1.2.4.6.;;;;;;
дрянцо;1.1.3.4.7.2.;1.2.2.2.2.;;;;;
дрянь;1.1.1.2.1.1.1.3.1.4.;1.1.3.4.7.2.;1.2.2.2.2.;;;;
дряхлеть;2.4.2.1.3.;;;;;;
дуализм;1.2.1.2.1.1.7.2.;1.2.1.5.2.1.2.1.2.5.1.2.;;;;;
дуб;1.1.1.2.1.1.1.2.2.2.1.2.;1.1.1.3.1.2.1.2.1.4.1.;1.1.3.2.6.2.4.4.;;;;
дубильня;1.1.3.3.1.2.3.2.3.2.;;;;;;
дубильщик;1.1.1.2.1.1.1.2.4.2.7.1.2.2.2.;;;;;;
дубина;1.1.1.2.1.1.1.2.2.2.1.2.;1.1.1.2.1.1.1.3.1.4.;1.1.3.2.3.6.13.;;;;
дубинка;1.1.3.2.3.6.13.;1.1.3.2.4.4.2.;;;;;
дубинушка;1.1.3.2.3.6.13.;1.2.1.5.2.2.4.2.3.2.3.2.;;;;;
дубитель;1.1.3.2.6.5.1.2.;;;;;;
дубить;2.3.5.2.2.7.;2.3.7.1.8.;;;;;
дубленка;1.1.3.2.7.2.2.1.1.3.1.1.2.;1.1.3.4.6.3.;;;;;
дубленочка;1.1.3.2.7.2.2.1.1.3.1.1.2.;;;;;;
дублер;1.1.1.2.1.1.1.2.3.3.4.9.;;;;;;
дублерша;1.1.1.2.1.1.1.2.3.3.4.9.;;;;;;
дублет;1.1.3.4.5.2.2.;;;;;;
дубликат;1.1.3.2.10.3.3.1.;1.1.3.4.5.2.2.;;;;;
дубликатик;1.1.3.2.10.3.3.1.;;;;;;
дублировать;2.3.1.11.;2.3.5.2.4.1.3.;;;;;
дублон;1.1.3.2.10.2.1.1.3.3.;;;;;;
дубль;1.2.1.5.2.1.3.5.3.2.2.2.;1.2.1.6.4.4.1.2.1.;;;;;
дубняк;1.1.2.2.3.5.2.2.2.;;;;;;
дубовик;1.1.1.3.2.2.;;;;;;
дубовичок;1.1.1.3.2.2.;;;;;;
дубок;1.1.1.3.1.2.1.2.1.4.1.;;;;;;
дубочек;1.1.1.3.1.2.1.2.1.4.1.;;;;;;
дубрава;1.1.2.2.3.5.2.2.2.;;;;;;
дубравушка;1.1.2.2.3.5.2.2.2.;;;;;;
дубье;1.1.1.2.1.1.2.4.2.3.;1.1.3.2.4.1.2.2.;;;;;
дуга;1.1.3.2.5.2.1.2.2.3.2.;1.1.3.4.2.1.1.;;;;;
дуда;1.1.3.2.11.2.2.2.;;;;;;
дудеть;2.3.5.2.4.1.4.1.;;;;;;
дудка;1.1.3.2.3.3.7.;1.1.3.2.11.2.2.2.;;;;;
дудочка;1.1.3.2.11.2.2.2.;;;;;;
дужечка;1.1.3.4.2.1.1.;;;;;;
дужка;1.1.3.4.2.1.1.;;;;;;
дукат;1.1.3.2.10.2.1.1.3.3.;;;;;;
дуло;1.1.3.2.4.1.5.;;;;;;
дульце;1.1.3.2.11.2.6.;;;;;;
дуля;1.1.1.2.4.1.2.2.3.;1.1.1.3.1.2.1.2.1.2.1.2.1.;;;;;
дума;1.1.3.3.1.2.2.1.1.1.;1.2.1.3.1.2.3.1.1.;1.2.1.5.2.2.4.2.3.2.1.2.1.2.;1.2.1.5.2.2.4.2.3.2.3.2.;;;
думать;2.3.2.1.2.1.;2.3.2.1.2.5.;2.3.2.3.1.4.;2.3.3.2.1.7.3.1.;;;
думаться;2.3.2.1.2.1.;2.3.2.2.2.3.5.1.;;;;;
думец;1.1.1.2.1.1.1.2.4.2.5.2.2.2.2.2.;;;;;;
думка;1.1.3.2.7.3.2.5.2.;1.2.1.3.1.2.3.1.1.;;;;;
думка;1.2.1.5.2.2.4.2.3.2.3.2.;;;;;;
думочка;1.1.3.2.7.3.2.5.2.;;;;;;
думушка;1.2.1.3.1.2.3.1.1.;;;;;;
дунгане;1.1.1.2.1.1.2.2.1.2.;;;;;;
дунганка;1.1.1.2.1.1.2.2.1.2.;;;;;;
дуновение;1.2.1.1.3.3.4.2.;;;;;;
дупель;1.1.1.2.2.1.3.3.;;;;;;
дуплет;1.2.1.6.4.4.1.2.3.2.2.;;;;;;
дуплецо;1.1.1.3.1.3.1.;;;;;;
дупло;1.1.1.2.4.4.2.1.2.1.;1.1.1.3.1.3.1.;;;;;
дура;1.1.1.2.1.1.1.2.2.2.1.2.;1.1.1.2.1.1.1.2.4.2.7.4.1.2.2.1.;1.1.1.2.1.1.1.3.1.4.;;;;
дурак;1.1.1.2.1.1.1.2.2.2.1.2.;1.1.1.2.1.1.1.2.4.2.7.4.1.2.2.1.;1.1.1.2.1.1.1.3.1.4.;1.2.1.5.2.1.3.5.2.2.2.;1.2.1.6.4.4.2.5.3.1.;;
дуралей;1.1.1.2.1.1.1.3.1.2.;;;;;;
дуранда;1.1.3.2.6.1.3.1.;;;;;;
дурачество;1.2.1.3.2.4.2.6.1.;;;;;;
дурачина;1.1.1.2.1.1.1.2.2.2.1.2.;1.1.1.2.1.1.1.3.1.4.;;;;;
дурачить;2.3.3.2.1.4.2.;2.3.3.3.2.8.4.1.1.;;;;;
дурачиться;2.3.3.1.2.3.1.1.1.1.;2.3.3.1.2.3.1.2.2.2.;2.3.5.3.2.3.;;;;
дурачок;1.1.1.2.1.1.1.2.2.2.1.2.;1.1.1.2.1.1.1.3.1.2.;1.2.1.6.4.4.2.5.3.1.;;;;
дурачье;1.1.1.2.1.1.2.4.2.3.;;;;;;
дурашечка;1.1.1.2.1.1.1.3.1.2.;;;;;;
дурашка;1.1.1.2.1.1.1.3.1.2.;;;;;;
дурдом;1.1.3.3.1.2.4.8.1.;;;;;;
дурень;1.1.1.2.1.1.1.2.2.2.1.2.;1.1.1.2.1.1.1.3.1.2.;;;;;
дуреть;2.3.2.2.4.2.2.;;;;;;
дуреха;1.1.1.2.1.1.1.2.2.2.1.2.;1.1.1.2.1.1.1.3.1.2.;;;;;
дурить;2.3.3.1.2.3.1.1.1.1.;2.3.3.1.2.3.1.1.2.3.1.;2.3.5.3.2.3.;;;;
дурман;1.1.1.3.1.2.2.3.2.;;;;;;
дурманить;2.4.3.2.2.;;;;;;
дурнеть;2.4.2.1.3.;;;;;;
дурнота;1.2.1.1.4.2.2.3.2.1.;;;;;;
дурнушка;1.1.1.2.1.1.1.2.5.8.1.;;;;;;
дурость;1.2.1.3.1.5.1.;;;;;;
дурочка;1.1.1.2.1.1.1.2.2.2.1.2.;1.1.1.2.1.1.1.2.4.2.7.4.1.2.2.1.;1.1.1.2.1.1.1.2.5.7.2.;1.1.1.2.1.1.1.3.1.2.;;;
дуршлаг;1.1.3.2.7.3.2.2.3.2.;;;;;;
дуршлачок;1.1.3.2.7.3.2.2.3.2.;;;;;;
дурь;1.2.1.3.1.5.1.;;;;;;
дуст;1.1.3.2.6.5.8.;;;;;;
дуть;2.2.4.1.2.1.1.;2.3.5.2.2.3.1.;2.3.6.1.1.1.;;;;
дуться;2.3.2.2.2.3.6.1.;2.3.5.3.1.3.1.;;;;;
дух;1.1.1.2.1.2.1.;1.2.1.1.2.7.3.;1.2.1.1.4.1.3.3.;1.2.1.1.4.2.2.2.1.;1.2.1.2.2.2.;1.2.1.3.1.1.1.;
духан;1.1.3.3.1.2.4.3.2.;;;;;;
духанщик;1.1.1.2.1.1.1.2.3.3.2.3.1.3.;;;;;;
духи;1.1.3.2.7.3.4.3.2.;;;;;;
духобор;1.1.1.2.1.1.1.2.2.1.2.1.2.;1.2.1.5.1.2.1.2.3.;;;;;
духоборец;1.2.1.5.1.2.1.2.3.;;;;;;
духоборка;1.1.1.2.1.1.1.2.2.1.2.1.2.;;;;;;
духоборство;1.2.1.5.1.2.1.2.3.;;;;;;
духовенство;1.1.1.2.1.1.2.3.2.;;;;;;
духовик;1.1.1.2.1.1.1.2.4.2.2.4.2.1.;;;;;;
духовка;1.1.3.2.2.3.2.2.;;;;;;
духовная;1.1.3.2.10.3.3.4.1.;;;;;;
духовник;1.1.1.2.1.1.1.2.4.2.1.1.;;;;;;
духовность;1.2.1.3.1.1.1.;;;;;;
духовые;1.1.3.2.11.2.2.1.;;;;;;
духота;1.2.1.1.4.3.2.2.;;;;;;
духотища;1.2.1.1.4.3.2.2.;;;;;;
душ;1.1.3.2.2.4.3.2.;1.1.3.2.7.3.2.4.3.;1.2.1.6.4.3.2.2.2.;;;;
душа;1.1.1.2.1.1.1.1.;1.1.1.2.1.1.1.2.3.3.2.1.3.;1.1.1.2.1.1.1.2.3.3.4.3.;1.2.1.3.1.1.1.;1.2.1.3.2.1.2.1.;1.2.1.5.1.2.2.2.2.;
душевая;1.1.3.2.2.4.3.2.;;;;;;
